;;###################################################################
;;18.11.2019;07:56;40,29;6,42
;;18.11.2019;08:06;38,56;6,27
;;18.11.2019;08:16;34,48;6,21
;;18.11.2019;08:26;36,88;6,33
;;18.11.2019;08:36;38,05;6,43
;;18.11.2019;08:46;38,58;6,48
;;18.11.2019;08:56;39,01;6,43
;;18.11.2019;09:06;39,4;6,42
;;18.11.2019;09:16;39,77;6,4
;;18.11.2019;09:26;39,84;6,29
;;18.11.2019;09:36;39,84;6,27
;;18.11.2019;09:46;39,95;6,31
;;18.11.2019;09:56;40,04;6,3
;;18.11.2019;10:06;40,08;6,32
;;18.11.2019;10:16;40,16;6,34
;;18.11.2019;10:26;40,16;6,24
;;18.11.2019;10:36;40,14;6,34
;;18.11.2019;10:46;40,1;6,42
;;18.11.2019;10:56;40,14;6,46
;;18.11.2019;11:06;40,25;6,45
;;18.11.2019;11:16;40,35;6,39
;;18.11.2019;11:26;40,45;6,38
;;18.11.2019;11:36;40,53;6,37
;;18.11.2019;11:46;40,55;6,36
;;18.11.2019;11:56;40,59;6,34
;;18.11.2019;12:06;40,74;6,24
;;18.11.2019;12:16;32,63;6,05
;;18.11.2019;12:26;35,49;6,02
;;18.11.2019;12:36;38,3;6,1
;;18.11.2019;12:46;39,37;6,17
;;18.11.2019;12:56;39,66;6,21
;;18.11.2019;13:06;39,56;6,19
;;18.11.2019;13:16;39,56;6,34
;;18.11.2019;13:26;39,71;6,29
;;18.11.2019;13:36;39,95;6,34
;;18.11.2019;13:46;40,16;6,41
;;18.11.2019;13:56;40,29;6,35
;;18.11.2019;14:06;40,47;6,46
;;18.11.2019;14:16;40,53;6,42
;;18.11.2019;14:26;40,47;6,42
;;18.11.2019;14:36;38,95;6,3
;;18.11.2019;14:46;33,61;6,06
;;18.11.2019;14:56;36,73;6,05
;;18.11.2019;15:06;38,23;6,05
;;18.11.2019;15:16;38,77;6,12
;;18.11.2019;15:26;39,24;6,16
;;18.11.2019;15:36;39,53;6,25
;;18.11.2019;15:46;39,82;6,25
;;18.11.2019;15:56;40;6,28
;;18.11.2019;16:06;40,1;6,21
;;18.11.2019;16:16;40,25;6,22
;;18.11.2019;16:26;40,35;6,23
;;18.11.2019;16:36;40,47;6,18
;;18.11.2019;16:46;40,49;6,14
;;18.11.2019;16:56;40,47;6,01
;;18.11.2019;17:06;40,47;6,21
;;18.11.2019;17:16;40,47;6,2
;;18.11.2019;17:26;35,16;6,17
;;18.11.2019;17:36;37,47;6,16
;;18.11.2019;17:46;38,85;6,3
;;18.11.2019;17:56;39,64;6,29
;;18.11.2019;18:06;40,06;6,35
;;18.11.2019;18:16;40,29;6,41
;;18.11.2019;18:26;40,43;6,28
;;18.11.2019;18:36;40,41;6,22
;;18.11.2019;18:46;40,49;6,21
;;18.11.2019;18:56;40,49;6,05
;;18.11.2019;19:06;40,49;6,03
;;18.11.2019;19:16;40,57;6,19
;;18.11.2019;19:26;40,63;6,06
;;18.11.2019;19:36;40,65;6,12
;;18.11.2019;19:46;39,01;6,22
;;18.11.2019;19:56;34,96;6
;;18.11.2019;20:06;37,97;6
;;18.11.2019;20:16;39,3;6,03
;;18.11.2019;20:26;39,9;5,76
;;18.11.2019;20:36;40,06;5,58
;;18.11.2019;20:46;40,02;5,43
;;18.11.2019;20:56;40,04;5,55
;;18.11.2019;21:06;40,2;6,29
;;18.11.2019;21:16;40,29;6,23
;;18.11.2019;21:26;40,39;6,26
;;18.11.2019;21:36;40,49;6,2
;;18.11.2019;21:46;40,61;6,2
;;18.11.2019;21:56;40,53;6,1
;;18.11.2019;22:06;40,45;6,19
;;18.11.2019;22:16;40,41;6,24
;;18.11.2019;22:26;40,47;6,24
;;18.11.2019;22:36;40,59;6,22
;;18.11.2019;22:46;40,65;6,33
;;18.11.2019;22:56;40,71;6,31
;;18.11.2019;23:06;40,76;6,38
;;18.11.2019;23:16;40,8;6,14
;;18.11.2019;23:26;40,9;6,39
;;18.11.2019;23:36;37,95;5,95
;;18.11.2019;23:46;35,58;5,95
;;18.11.2019;23:55;38,25;5,93
;;19.11.2019;00:05;39,27;6,13
;;19.11.2019;00:15;39,51;5,7
;;19.11.2019;00:25;39,58;6,28
;;19.11.2019;00:35;39,79;6,29
;;19.11.2019;00:45;40;6,38
;;19.11.2019;00:55;40,08;6,33
;;19.11.2019;01:05;40,16;6,37
;;19.11.2019;01:15;40,22;6,34
;;19.11.2019;01:25;40,29;6,24
;;19.11.2019;01:35;40,27;6,22
;;19.11.2019;01:45;40,18;6,28
;;19.11.2019;01:55;40,14;6,27
;;19.11.2019;02:05;40,12;6,36
;;19.11.2019;02:15;40,22;6,5
;;19.11.2019;02:25;40,29;6,58
;;19.11.2019;02:35;40,31;6,55
;;19.11.2019;02:45;40,37;6,54
;;19.11.2019;02:55;40,31;6,51
;;19.11.2019;03:05;40,33;6,48
;;19.11.2019;03:15;40,29;6,48
;;19.11.2019;03:25;40,33;6,57
;;19.11.2019;03:35;40,39;6,58
;;19.11.2019;03:45;40,49;6,65
;;19.11.2019;03:55;40,49;6,68
;;19.11.2019;04:05;40,49;6,61
;;19.11.2019;04:15;40,47;6,66
;;19.11.2019;04:25;40,45;6,71
;;19.11.2019;04:35;40,43;6,74
;;19.11.2019;04:45;37,08;6,47
;;19.11.2019;04:55;33,32;6,44
;;19.11.2019;05:05;36,69;6,51
;;19.11.2019;05:15;38,15;6,55
;;19.11.2019;05:25;38,46;6,56
;;19.11.2019;05:35;38,54;6,56
;;19.11.2019;05:45;38,62;6,52
;;19.11.2019;05:55;38,79;6,46
;;19.11.2019;06:05;38,99;6,42
;;19.11.2019;06:15;39,19;6,38
;;19.11.2019;06:25;39,32;6,43
;;19.11.2019;06:35;39,37;6,44
;;19.11.2019;06:45;39,51;6,43
;;19.11.2019;06:55;39,64;6,5
;;19.11.2019;07:06;39,84;6,46
;;19.11.2019;07:15;39,92;6,45
;;19.11.2019;07:25;39,97;6,41
;;19.11.2019;07:35;40,12;6,38
;;19.11.2019;07:45;40,24;6,46
;;19.11.2019;07:55;40,35;6,48
;;19.11.2019;08:05;40,41;6,46
;;19.11.2019;08:15;40,47;6,45
;;19.11.2019;08:25;40,59;6,42
;;19.11.2019;08:35;40,67;6,4
;;19.11.2019;08:45;40,67;6,38
;;19.11.2019;08:55;40,8;6,48
;;19.11.2019;09:05;40,8;6,39
;;19.11.2019;09:15;40,67;6,16
;;19.11.2019;09:25;40,47;6,08
;;19.11.2019;09:35;33,94;6,01
;;19.11.2019;09:45;36,94;6,1
;;19.11.2019;09:55;38,58;6,17
;;19.11.2019;10:05;39,11;6,22
;;19.11.2019;10:15;39,56;6,15
;;19.11.2019;10:25;39,61;5,95
;;19.11.2019;10:35;39,64;5,84
;;19.11.2019;10:45;39,82;5,91
;;19.11.2019;10:55;39,95;5,86
;;19.11.2019;11:05;40,02;6,21
;;19.11.2019;11:15;40,1;5,9
;;19.11.2019;11:25;40,16;5,91
;;19.11.2019;11:35;40,22;5,91
;;19.11.2019;11:45;40,27;5,82
;;19.11.2019;11:55;40,33;5,87
;;19.11.2019;12:05;40,45;6,15
;;19.11.2019;12:15;40,47;6,09
;;19.11.2019;12:25;40,51;6,13
;;19.11.2019;12:35;40,43;6,25
;;19.11.2019;12:45;40,35;6,27
;;19.11.2019;12:55;38,7;6,12
;;19.11.2019;13:05;34,79;5,97
;;19.11.2019;13:15;37,66;5,99
;;19.11.2019;13:25;38,75;6,09
;;19.11.2019;13:35;39,17;6,08
;;19.11.2019;13:45;39,56;6,11
;;19.11.2019;13:55;39,53;6,28
;;19.11.2019;14:05;39,64;6,17
;;19.11.2019;14:15;39,71;6,31
;;19.11.2019;14:25;39,82;6,35
;;19.11.2019;14:35;39,97;6,27
;;19.11.2019;14:45;40,14;6,41
;;19.11.2019;14:55;40,29;6,39
;;19.11.2019;15:05;40,41;6,51
;;19.11.2019;15:15;40,45;6,33
;;19.11.2019;15:25;40,39;6,31
;;19.11.2019;15:35;40,43;6,25
;;19.11.2019;15:45;40,53;6,13
;;19.11.2019;15:55;32,4;5,92
;;19.11.2019;16:05;35,53;5,95
;;19.11.2019;16:15;37,8;5,94
;;19.11.2019;16:25;38,71;6
;;19.11.2019;16:35;39,24;6,02
;;19.11.2019;16:45;39,45;6,17
;;19.11.2019;16:55;39,58;6,08
;;19.11.2019;17:05;39,69;6,22
;;19.11.2019;17:15;39,9;6,32
;;19.11.2019;17:25;40,14;6,32
;;19.11.2019;17:35;40,31;6,3
;;19.11.2019;17:45;40,37;6,23
;;19.11.2019;17:55;40,35;6,14
;;19.11.2019;18:05;40,27;5,91
;;19.11.2019;18:15;40,25;5,94
;;19.11.2019;18:25;40,27;5,98
;;19.11.2019;18:35;35,99;5,99
;;19.11.2019;18:45;38,19;5,9
;;19.11.2019;18:55;39,37;5,95
;;19.11.2019;19:05;39,97;5,99
;;19.11.2019;19:15;40,24;5,87
;;19.11.2019;19:25;40,37;5,92
;;19.11.2019;19:35;40,49;5,93
;;19.11.2019;19:45;40,65;5,93
;;19.11.2019;19:55;40,61;5,98
;;19.11.2019;20:05;40,61;6,15
;;19.11.2019;20:15;40,74;6,16
;;19.11.2019;20:25;40,82;6,1
;;19.11.2019;20:35;40,74;6,04
;;19.11.2019;20:45;36,53;5,93
;;19.11.2019;20:55;36,71;5,76
;;19.11.2019;21:05;38,73;5,71
;;19.11.2019;21:15;39,53;5,85
;;19.11.2019;21:25;39,74;5,91
;;19.11.2019;21:35;39,69;6,1
;;19.11.2019;21:45;39,74;6,18
;;19.11.2019;21:55;40;6,2
;;19.11.2019;22:05;40,18;6,23
;;19.11.2019;22:15;40,29;6,24
;;19.11.2019;22:25;40,45;6,25
;;19.11.2019;22:35;40,53;6,22
;;19.11.2019;22:45;40,61;6,15
;;19.11.2019;22:55;40,51;6,2
;;19.11.2019;23:05;40,33;6,13
;;19.11.2019;23:15;40,35;6,27
;;19.11.2019;23:25;40,33;6,29
;;19.11.2019;23:35;40,43;6,37
;;19.11.2019;23:45;40,41;6,36
;;19.11.2019;23:55;40,33;6,39
;;20.11.2019;00:05;40,35;6,41
;;20.11.2019;00:15;40,39;6,38
;;20.11.2019;00:25;40,37;6,41
;;20.11.2019;00:35;40,45;6,48
;;20.11.2019;00:45;40,51;6,54
;;20.11.2019;00:55;40,45;6,6
;;20.11.2019;01:05;40,43;6,6
;;20.11.2019;01:15;40,45;6,61
;;20.11.2019;01:25;40,45;6,61
;;20.11.2019;01:35;40,57;6,58
;;20.11.2019;01:45;40,61;6,6
;;20.11.2019;01:55;40,61;6,61
;;20.11.2019;02:05;40,57;6,68
;;20.11.2019;02:15;40,55;6,74
;;20.11.2019;02:25;40,57;6,79
;;20.11.2019;02:35;40,43;6,75
;;20.11.2019;02:45;40,41;6,86
;;20.11.2019;02:55;40,43;6,8
;;20.11.2019;03:05;40,49;6,82
;;20.11.2019;03:15;40,55;6,86
;;20.11.2019;03:25;40,61;6,87
;;20.11.2019;03:35;40,63;6,82
;;20.11.2019;03:45;40,57;6,76
;;20.11.2019;03:55;30,67;6,64
;;20.11.2019;04:05;34,71;6,56
;;20.11.2019;04:15;37,08;6,6
;;20.11.2019;04:25;37,78;6,59
;;20.11.2019;04:35;37,95;6,6
;;20.11.2019;04:45;38,13;6,56
;;20.11.2019;04:55;38,34;6,54
;;20.11.2019;05:05;38,52;6,52
;;20.11.2019;05:15;38,7;6,54
;;20.11.2019;05:25;38,91;6,47
;;20.11.2019;05:35;39,09;6,45
;;20.11.2019;05:45;39,24;6,37
;;20.11.2019;05:55;39,4;6,35
;;20.11.2019;06:05;39,56;6,37
;;20.11.2019;06:15;39,66;6,43
;;20.11.2019;06:25;39,69;6,43
;;20.11.2019;06:35;39,79;6,47
;;20.11.2019;06:45;39,92;6,48
;;20.11.2019;06:55;40,04;6,46
;;20.11.2019;07:05;40,08;6,47
;;20.11.2019;07:15;40,12;6,44
;;20.11.2019;07:25;40,27;6,39
;;20.11.2019;07:35;40,35;6,28
;;20.11.2019;07:45;40,41;6,43
;;20.11.2019;07:55;40,35;6,43
;;20.11.2019;08:05;40,53;6,52
;;20.11.2019;08:15;40,65;6,5
;;20.11.2019;08:25;40,74;6,57
;;20.11.2019;08:35;40,82;6,52
;;20.11.2019;08:45;40,88;6,52
;;20.11.2019;08:55;40,86;6,55
;;20.11.2019;09:05;40,94;6,52
;;20.11.2019;09:15;40,88;6,44
;;20.11.2019;09:25;40,88;6,47
;;20.11.2019;09:35;40,71;6,49
;;20.11.2019;09:45;40,67;6,37
;;20.11.2019;09:55;40,61;6,23
;;20.11.2019;10:05;36,92;6,22
;;20.11.2019;10:15;33,96;6,2
;;20.11.2019;10:25;36,92;6,25
;;20.11.2019;10:35;38,17;6,26
;;20.11.2019;10:45;38,89;6,29
;;20.11.2019;10:55;39,48;6,31
;;20.11.2019;11:05;39,58;6,2
;;20.11.2019;11:15;39,56;6,23
;;20.11.2019;11:25;39,58;6,17
;;20.11.2019;11:35;39,64;6,24
;;20.11.2019;11:45;39,84;6,41
;;20.11.2019;11:55;40,1;6,42
;;20.11.2019;12:05;40,24;6,39
;;20.11.2019;12:15;40,33;6,34
;;20.11.2019;12:25;40,39;6,31
;;20.11.2019;12:35;40,45;6,33
;;20.11.2019;12:45;40,49;6,27
;;20.11.2019;12:55;40,55;6,17
;;20.11.2019;13:05;40,49;6,16
;;20.11.2019;13:15;40,51;6,06
;;20.11.2019;13:25;40,57;6,06
;;20.11.2019;13:35;40,59;6,16
;;20.11.2019;13:45;40,53;6,22
;;20.11.2019;13:55;40,53;6,13
;;20.11.2019;14:05;33,38;5,88
;;20.11.2019;14:15;36,4;5,92
;;20.11.2019;14:25;38,64;5,84
;;20.11.2019;14:35;39,4;5,93
;;20.11.2019;14:45;39,48;6,01
;;20.11.2019;14:55;39,48;5,91
;;20.11.2019;15:05;39,58;6,02
;;20.11.2019;15:15;39,74;6
;;20.11.2019;15:25;40,06;6,19
;;20.11.2019;15:35;40,12;6,26
;;20.11.2019;15:45;38,3;6,11
;;20.11.2019;15:55;35,6;6
;;20.11.2019;16:05;37,86;6,11
;;20.11.2019;16:15;38,97;6,19
;;20.11.2019;16:25;39,48;6,11
;;20.11.2019;16:35;39,79;6,13
;;20.11.2019;16:45;40,08;6,2
;;20.11.2019;16:55;40,27;6,24
;;20.11.2019;17:05;40,41;6,23
;;20.11.2019;17:15;40,49;6,17
;;20.11.2019;17:25;40,43;6,06
;;20.11.2019;17:35;38,77;6,03
;;20.11.2019;17:45;38,97;5,93
;;20.11.2019;17:55;40;5,93
;;20.11.2019;18:05;40,2;6,01
;;20.11.2019;18:15;40,2;6,02
;;20.11.2019;18:25;40,29;5,95
;;20.11.2019;18:35;40,24;6,08
;;20.11.2019;18:45;40,2;6,17
;;20.11.2019;18:55;40,35;6
;;20.11.2019;19:05;40,39;5,94
;;20.11.2019;19:15;40,43;6,03
;;20.11.2019;19:25;35,84;5,98
;;20.11.2019;19:35;35,16;6
;;20.11.2019;19:45;37,84;5,98
;;20.11.2019;19:55;38,97;5,88
;;20.11.2019;20:05;39,58;6
;;20.11.2019;20:15;39,92;6,11
;;20.11.2019;20:25;40,18;6,26
;;20.11.2019;20:35;40,31;6,12
;;20.11.2019;20:45;40,45;6,2
;;20.11.2019;20:55;40,57;6,18
;;20.11.2019;21:05;40,65;6,07
;;20.11.2019;21:15;40,69;6,12
;;20.11.2019;21:25;40,69;6,2
;;20.11.2019;21:35;40,69;6,07
;;20.11.2019;21:45;40,14;5,94
;;20.11.2019;21:55;35,2;5,81
;;20.11.2019;22:05;37,74;5,87
;;20.11.2019;22:15;39,3;5,88
;;20.11.2019;22:25;39,95;5,95
;;20.11.2019;22:35;40,14;6,1
;;20.11.2019;22:45;40,22;6,21
;;20.11.2019;22:55;40,29;6,2
;;20.11.2019;23:05;40,35;6,24
;;20.11.2019;23:15;40,27;6,17
;;20.11.2019;23:25;40,18;6,22
;;20.11.2019;23:35;40,06;6,23
;;20.11.2019;23:45;40,08;6,2
;;20.11.2019;23:55;40,06;6,28
;;21.11.2019;00:05;40,2;6,28
;;21.11.2019;00:15;40,35;6,3
;;21.11.2019;00:25;40,47;6,3
;;21.11.2019;00:35;40,57;6,3
;;21.11.2019;00:45;40,59;6,28
;;21.11.2019;00:55;40,55;6,36
;;21.11.2019;01:05;40,45;6,4
;;21.11.2019;01:15;40,47;6,5
;;21.11.2019;01:25;40,57;6,55
;;21.11.2019;01:35;40,63;6,53
;;21.11.2019;01:45;40,69;6,63
;;21.11.2019;01:55;40,78;6,55
;;21.11.2019;02:05;40,67;6,48
;;21.11.2019;02:15;40,57;6,61
;;21.11.2019;02:25;40,55;6,65
;;21.11.2019;02:35;40,61;6,59
;;21.11.2019;02:45;40,61;6,63
;;21.11.2019;02:55;40,57;6,75
;;21.11.2019;03:05;40,63;6,76
;;21.11.2019;03:15;40,69;6,77
;;21.11.2019;03:25;40,69;6,76
;;21.11.2019;03:35;40,61;6,74
;;21.11.2019;03:45;40,57;6,71
;;21.11.2019;03:55;40,61;6,79
;;21.11.2019;04:05;40,65;6,78
;;21.11.2019;04:15;40,69;6,89
;;21.11.2019;04:25;40,71;6,91
;;21.11.2019;04:35;40,71;6,91
;;21.11.2019;04:45;40,67;6,84
;;21.11.2019;04:55;40,71;6,67
;;21.11.2019;05:05;33,46;6,63
;;21.11.2019;05:15;35,74;6,63
;;21.11.2019;05:25;38,03;6,64
;;21.11.2019;05:35;38,6;6,6
;;21.11.2019;05:45;38,68;6,59
;;21.11.2019;05:55;38,79;6,51
;;21.11.2019;06:05;38,93;6,49
;;21.11.2019;06:15;39,11;6,52
;;21.11.2019;06:25;39,3;6,49
;;21.11.2019;06:35;39,45;6,43
;;21.11.2019;06:45;39,53;6,46
;;21.11.2019;06:55;39,66;6,47
;;21.11.2019;07:05;37,53;6,36
;;21.11.2019;07:15;38,46;6,44
;;21.11.2019;07:25;39,14;6,44
;;21.11.2019;07:35;39,61;6,5
;;21.11.2019;07:45;39,84;6,44
;;21.11.2019;07:55;40,12;6,41
;;21.11.2019;08:05;40,33;6,49
;;21.11.2019;08:15;40,51;6,43
;;21.11.2019;08:25;40,59;6,48
;;21.11.2019;08:35;40,71;6,46
;;21.11.2019;08:45;40,78;6,4
;;21.11.2019;08:55;40,73;6,42
;;21.11.2019;09:05;40,67;6,47
;;21.11.2019;09:15;40,59;6,47
;;21.11.2019;09:25;40,47;6,41
;;21.11.2019;09:35;40,47;6,49
;;21.11.2019;09:45;40,51;6,5
;;21.11.2019;09:55;40,63;6,57
;;21.11.2019;10:05;40,69;6,55
;;21.11.2019;10:15;40,65;6,58
;;21.11.2019;10:25;40,65;6,6
;;21.11.2019;10:35;40,67;6,61
;;21.11.2019;10:45;40,73;6,64
;;21.11.2019;10:55;40,74;6,59
;;21.11.2019;11:05;40,69;6,57
;;21.11.2019;11:15;40,59;6,55
;;21.11.2019;11:25;39,74;6,46
;;21.11.2019;11:35;31,74;6,35
;;21.11.2019;11:45;35,58;6,37
;;21.11.2019;11:55;37,39;6,37
;;21.11.2019;12:05;38,36;6,34
;;21.11.2019;12:15;38,66;6,41
;;21.11.2019;12:25;38,85;6,35
;;21.11.2019;12:35;39,09;6,36
;;21.11.2019;12:45;39,24;6,33
;;21.11.2019;12:55;39,4;6,4
;;21.11.2019;13:05;39,71;6,49
;;21.11.2019;13:15;40,02;6,49
;;21.11.2019;13:25;40,24;6,52
;;21.11.2019;13:35;40,43;6,5
;;21.11.2019;13:45;40,53;6,37
;;21.11.2019;13:55;40,57;6,47
;;21.11.2019;14:05;40,57;6,23
;;21.11.2019;14:15;33,09;5,86
;;21.11.2019;14:25;35,64;5,97
;;21.11.2019;14:35;37,92;5,97
;;21.11.2019;14:45;38,85;6,08
;;21.11.2019;14:55;39,32;6,11
;;21.11.2019;15:05;39,61;6,13
;;21.11.2019;15:15;39,84;6,14
;;21.11.2019;15:25;39,79;5,94
;;21.11.2019;15:35;39,71;5,82
;;21.11.2019;15:45;39,77;5,8
;;21.11.2019;15:55;39,95;5,91
;;21.11.2019;16:05;40,08;6,16
;;21.11.2019;16:15;40,18;6,13
;;21.11.2019;16:25;40,33;5,94
;;21.11.2019;16:35;35,06;5,91
;;21.11.2019;16:45;35,86;5,61
;;21.11.2019;16:55;38,17;5,71
;;21.11.2019;17:05;39,04;5,68
;;21.11.2019;17:15;39,51;5,66
;;21.11.2019;17:25;39,64;5,69
;;21.11.2019;17:35;39,82;5,79
;;21.11.2019;17:45;40,1;5,99
;;21.11.2019;17:55;40,22;5,67
;;21.11.2019;18:05;40,14;5,68
;;21.11.2019;18:15;34,58;5,76
;;21.11.2019;18:25;36,01;5,69
;;21.11.2019;18:35;38,23;5,63
;;21.11.2019;18:45;39,17;5,76
;;21.11.2019;18:55;39,69;5,95
;;21.11.2019;19:05;39,84;6,02
;;21.11.2019;19:15;39,95;5,97
